title,company-name,location,type,salary_package,company_requirements
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Part-time,"₹64,102","Pay: ₹15,000.00 - ₹35,000.00 per month.
Able to face to deal with client.
Must have willing to handle clients.
Job Types: Full-time, Permanent."
CAD Draughtsman(B.E Civil)-Facade Design,CSD FACADE SYSTEMS,"Chennai, Tamil Nadu",Internship," ₹12,000 - ₹25,000","We have an exciting opportunity for a AutoCAD Draftsman to join our office in Ambattur.
Our commitment to exceptional quality and innovation has established us…"
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Full-time,"₹22,196","Pay: From ₹10,000.00 per month.
LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Basic computer: 2 years (Preferred)."
Coding and Computer Teacher,AmazeHeads LLP,"Mumbai Central, Mumbai, Maharashtra",Internship," ₹30,000 - ₹35,000","Only those candidates can apply who:
Pay: ₹15,000.00 - ₹25,000.00 per month.
Selected Candidate's day-to-day responsibilities include:"
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Full-time," From ₹12,000","Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply.
Food and Accommodation is provided."
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",Part-time,"₹16,707","If you are interested in either full-time (6 days a week) or part-time/freelance basis, you can apply.
Experience with female hair wigs, hair extensions, and…"
Sales & Marketing Executive,BHARAT TENTS,"Hyderabad, Telangana",Permanent," ₹12,000 - ₹25,000","Daily Meet our product Targeted Customers (Tent Houses, Event Organisers, Farm Houses, Resort Owners, all Hospitality Businesses..etc)."
Sampling Merchandiser,ETERNAL DESIGN PVT LTD,Delhi,part-time," ₹25,000 - ₹38,000",We are searching for a merchandiser post which is having more than 4+ experience in Hi fashion (Boutique house) industry only. and good knowledge in fashion…
Female Visa Filing Officer,ESM India Educationals Pvt. Ltd.,"Chandigarh, Chandigarh",Full-time,"₹32,560","As a Visa Filing Executive you will be responsible for Admissions and Filing for USA, Canada, UK & Australia. *We are looking for female candidates having…"
Home Care Nurse,SRI KAUVERY MEDICAL CARE (INDIA) LIMITED,"Chennai, Tamil Nadu",Internship,"₹62,945","* Provides direct, professional nursing care to a specified population of patients in an inpatient or an outpatient setting. * Prepares equipment and assists…"
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",part-time," From ₹15,000","to look after the patients get rich clinical experience Job Type: Part-time Pay: From ₹12,000.00 per month Expected hours: 55 per week Schedule: * Day…"
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Full-time ,"₹14,698","Candidate needs to have understanding of plans, sections and elevations. Has to be a team player with willingness to adapt. CAD drafting skills should reflect…"
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Internship,"₹52,422",Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply * Food and Accommodation is provided * PG…
Hair Patch Technician - Delhi,Majestic Hair & Skin Clinic,"Delhi, Delhi",Permanent," ₹16,000 - ₹30,000","We are hiring Hair Patch / Hair Wig Technician for Rajouri Garden, Delhi location. Interested candidates who have an experience of 3+ years in the same field…"
Back Office Executive,LIFE LINE,"Adyar, Chennai, Tamil Nadu",Full-time,"₹34,405",*wanted Back office female fresher Any Degree immediately joining Good communication skill MS office knowledge Performing market research. * Gathering and…
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Full-time,"₹13,303","must have willing to handle clients. consoler must have knowledge about tourist visa, PR and study visa of all countries . team handling, leading and…"
Sales & Marketing Executive,BHARAT TENTS,"Hyderabad, Telangana",Full-time," From ₹12,000","1. Actively seek out new sales opportunities through cold calling, networking and Meeting targeted Clients. 2. Conduct market research to identify selling…"
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",Part-time,"₹30,612",* Assist in the formulation of strategies to build a lasting digital connection with consumers * Plan and monitor the ongoing company presence on social media …
CAD Draughtsman(B.E Civil)-Facade Design,CSD FACADE SYSTEMS,"Chennai, Tamil Nadu",part-time,"₹77,421",We have an exciting opportunity for a AutoCAD Draftsman to join our office in Ambattur. Responsibilities: * Preparing both rough sketches and detailed work…
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Internship,"₹21,817","LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE Job Types: Full-time, Permanent Pay: From ₹10,000.00 per month Schedule: * Fixed shift Ability to…"
Duty doctor,ES Hospital,"Villupuram, Tamil Nadu",Full-time," ₹12,000 - ₹25,000","* _Examine and diagnose patient conditions with the help of tests._ * _Based on their findings, they prescribe treatment and medications to attempt to heal…"
Coding and Computer Teacher,AmazeHeads LLP,"Mumbai Central, Mumbai, Maharashtra",Full-time ,"₹37,504",Designation- Robotics & CodingTeachers(InSchool) Department-Teaching Industry-EdTech Selected Candidate's day-to-day responsibilities include: a.…
Home Care Nurse,SRI KAUVERY MEDICAL CARE (INDIA) LIMITED,"Chennai, Tamil Nadu",part-time," ₹16,000 - ₹30,000","Provides direct, professional nursing care to a specified population of patients in an inpatient or an outpatient setting.
Total work: 1 year (Preferred)."
CAD Draughtsman(B.E Civil)-Facade Design,CSD FACADE SYSTEMS,"Chennai, Tamil Nadu",Permanent," ₹30,000 - ₹35,000",Ability to seek and obtain information clarification and feedback about drawings and to discuss project challenges with appropriate departments.
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",part-time," From ₹15,000","Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply.
Food and Accommodation is provided."
Visa Counselor,Freebird Abroad Consultants,"Chandigarh, Chandigarh",Full-time," From ₹12,000","Able to face to deal with client.
Consoler must have knowledge about tourist visa, PR and study visa of all countries .
Job Types: Full-time, Permanent."
Sales & Marketing Executive,BHARAT TENTS,"Hyderabad, Telangana",Part-time,"₹33,949","Daily Meet our product Targeted Customers (Tent Houses, Event Organisers, Farm Houses, Resort Owners, all Hospitality Businesses..etc)."
Primary Science Teacher (Female Only),Orchids The International School3.1,"Vikhroli, Mumbai, Maharashtra",Full-time," ₹12,000 - ₹25,000","Keep an eye on the behavior and psychology of the students to understand any downfalls.
Encourage student involvement in lessons and other activities related to…"
Scrub Nurse - Pondicherry,Be Well Hospitals Pvt Ltd4.3,"Chennai, Tamil Nadu",Full-time,"₹59,950","Should collect the specimen including tissues, blood, fluid, or sputum in order to send the laboratory for further investigations to get the report of patient."
Primary Science Teacher ( Malad W & Yari road),Orchids The International School3.1,"Andheri Railway Station, Mumbai, Maharashtra",part-time," ₹18,000 - ₹27,000","Job Types: Full-time, Permanent.
Andheri Railway Station, Mumbai, Maharashtra: Reliably commute or planning to relocate before starting work (Required)."
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Full-time," ₹25,000 - ₹38,000","Freshers may apply: 1 year (Preferred).
Candidate needs to have understanding of plans, sections and elevations.
Higher Secondary(12th Pass) (Preferred)."
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Part-time,"₹12,844","Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply.
Food and Accommodation is provided."
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",Permanent," ₹12,000 - ₹25,000","Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.).
Excellent understanding of digital marketing concepts and best…"
Learning Facilitator || Chennai,company,"Chennai, Tamil Nadu",Full-time," ₹30,000 - ₹35,000","Kindly mention your current age.
Should be comfortable to visit multiple schools within the city.
Looking for a B.ED. fresher or graduate who has experience of…"
Coding and Computer Teacher,AmazeHeads LLP,"Mumbai Central, Mumbai, Maharashtra",Full-time,"₹72,075","Only those candidates can apply who:
Pay: ₹15,000.00 - ₹25,000.00 per month.
Selected Candidate's day-to-day responsibilities include:"
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Internship," ₹16,000 - ₹30,000","Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply.
Food and Accommodation is provided."
Sales & Marketing Executive,BHARAT TENTS,"Hyderabad, Telangana",Full-time," ₹20,000 - ₹45,000","Daily Meet our product Targeted Customers (Tent Houses, Event Organisers, Farm Houses, Resort Owners, all Hospitality Businesses..etc)."
Learning Facilitator || Chennai,company,"Chennai, Tamil Nadu",Part-time,"₹17,588","Should have excellent communication skills.
Pay: ₹25,000.00 - ₹30,000.00 per month.
Kindly mention your current age."
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Internship," ₹20,000 - ₹45,000","Freshers may apply: 1 year (Preferred).
Candidate needs to have understanding of plans, sections and elevations.
Higher Secondary(12th Pass) (Preferred)."
Principal - Females Only,Orchids The International School3.1,"Chennai, Tamil Nadu",Full-time ,"₹62,140",Ensure the information called for by the education department/ Central office is shared with them within timelines.
Computer Faculty,Ganges Valley School,"Hyderabad, Telangana",Permanent," ₹45,000 - ₹55,000","We are looking for dynamic and talented Computer Science Teachers to join our team and inspire our secondary students.
CBSE Schols: 3 years (Required)."
PGT Tamil [ Exp 5+ yrs ],Confidential,"Arakkonam, Chennai, Tamil Nadu",Internship," ₹16,000 - ₹30,000","Pay: ₹30,000.00 - ₹35,000.00 per month.
Desired Candidate with 5+ years experience in handling Higher Secondary Tamil and has shown good results can apply."
Coding and Computer Teacher,AmazeHeads LLP,"Mumbai Central, Mumbai, Maharashtra",Permanent," ₹16,000 - ₹30,000",A. To conduct Robotics and Coding classes during the school hours daily in the allocated Innovation Lab for KG to STD 9 or as may be discussed.
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",Internship," ₹20,000 - ₹45,000","Expected hours: 55 per week.
Total work: 1 year (Preferred)."
Digital Marketing Executive (Malappuram-Kerala),House Of Gateway LLP,"Malappuram, Kerala",Permanent," ₹16,000 - ₹30,000","Perfect knowledge of web analytics tools (e.g. Google Analytics, NetInsight, WebTrends etc.).
Excellent understanding of digital marketing concepts and best…"
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",part-time," ₹16,000 - ₹30,000","LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Sainikpuri, Hyderabad, Telangana: Reliably commute or planning to relocate…"
Principal - Females Only,Orchids The International School3.1,"Pune, Maharashtra",part-time," ₹20,000 - ₹45,000",Ensure the information called for by the education department/ Central office is shared with them within timelines.
Learning Facilitator || Chennai,company,"Chennai, Tamil Nadu",Full-time," ₹16,000 - ₹30,000","Kindly mention your current age.
Should be comfortable to visit multiple schools within the city.
Looking for a B.ED. fresher or graduate who has experience of…"
Female Visa Filing Officer,ESM India Educationals Pvt. Ltd.,"Chandigarh, Chandigarh",Internship," ₹30,000 - ₹35,000","We are looking for female candidates having prior experience in student visa filing/processing.*.
You will be getting incentives based on your performance apart…"
AutoCAD Draftsman/woman,SARJAN Consultants,"Satellite, Ahmedabad, Gujarat",Permanent," ₹45,000 - ₹55,000","Freshers may apply: 1 year (Preferred).
Candidate needs to have understanding of plans, sections and elevations.
Higher Secondary(12th Pass) (Preferred)."
Pharmacist,MYORTHO CLINIC,"Sainikpuri, Hyderabad, Telangana",Full-time," ₹16,000 - ₹30,000","Pay: From ₹10,000.00 per month.
LOOKING FOR TRAINED PHARMACIST FOR DAY CARE CENTRE.
Job Types: Full-time, Permanent.
Basic computer: 2 years (Preferred)."
Duty doctor,ES Hospital,"Villupuram, Tamil Nadu",Internship," From ₹12,000","Examine and diagnose patient conditions with the help of tests..
_Based on their findings, they prescribe treatment and medications to attempt to heal any…"
Learning Facilitator || Chennai,company,"Chennai, Tamil Nadu",Permanent," From ₹12,000","Kindly mention your current age.
Should be comfortable to visit multiple schools within the city.
Looking for a B.ED. fresher or graduate who has experience of…"
Junior Resident Doctor,homa health care center,"Hyderabad, Telangana",Internship," ₹5,00,000 - ₹7,00,000","Expected hours: 55 per week.
Total work: 1 year (Preferred)."
Medical Officer _ Field / Travel role within Mumbai _ Non Clinical,MEDI ASSIST INSURANCE TPA PRIVATE LIMITED,"Mumbai, Maharashtra",part-time," ₹22,000 - ₹30,000","Visit client locations ( 3-4 Per day ) within East Mumbai / West Mumbai / Central Mumbai on daily basis.
Grievance and process handling."
Duty doctor,ES Hospital,"Villupuram, Tamil Nadu",Permanent," ₹16,000 - ₹30,000","Examine and diagnose patient conditions with the help of tests..
_Based on their findings, they prescribe treatment and medications to attempt to heal any…"
